x,rho,T
# Solver Output (Python BVP)
# Parameters: J=-5.180425e-10, Q=-2.431465e+01
   0.44100,  6.73309161E-01,  4.36681650E+00
   0.44200,  6.73517571E-01,  4.36268034E+00
   0.44300,  6.73726243E-01,  4.35854154E+00
   0.44400,  6.73935178E-01,  4.35440009E+00
   0.44500,  6.74144377E-01,  4.35025598E+00
   0.44600,  6.74353840E-01,  4.34610921E+00
   0.44700,  6.74563569E-01,  4.34195977E+00
   0.44800,  6.74773563E-01,  4.33780766E+00
   0.44900,  6.74983824E-01,  4.33365286E+00
   0.45000,  6.75194353E-01,  4.32949537E+00
   0.45100,  6.75405150E-01,  4.32533518E+00
   0.45200,  6.75616215E-01,  4.32117229E+00
   0.45300,  6.75827550E-01,  4.31700668E+00
   0.45400,  6.76039155E-01,  4.31283836E+00
   0.45500,  6.76251031E-01,  4.30866732E+00
   0.45600,  6.76463180E-01,  4.30449354E+00
   0.45700,  6.76675600E-01,  4.30031702E+00
   0.45800,  6.76888294E-01,  4.29613775E+00
   0.45900,  6.77101262E-01,  4.29195573E+00
   0.46000,  6.77314505E-01,  4.28777095E+00
   0.46100,  6.77528023E-01,  4.28358341E+00
   0.46200,  6.77741817E-01,  4.27939308E+00
   0.46300,  6.77955889E-01,  4.27519998E+00
   0.46400,  6.78170238E-01,  4.27100408E+00
   0.46500,  6.78384866E-01,  4.26680539E+00
   0.46600,  6.78599774E-01,  4.26260389E+00
   0.46700,  6.78814962E-01,  4.25839958E+00
   0.46800,  6.79030430E-01,  4.25419245E+00
   0.46900,  6.79246181E-01,  4.24998249E+00
   0.47000,  6.79462214E-01,  4.24576970E+00
   0.47100,  6.79678530E-01,  4.24155406E+00
   0.47200,  6.79895130E-01,  4.23733558E+00
   0.47300,  6.80112016E-01,  4.23311424E+00
   0.47400,  6.80329187E-01,  4.22889003E+00
   0.47500,  6.80546645E-01,  4.22466296E+00
   0.47600,  6.80764390E-01,  4.22043300E+00
   0.47700,  6.80982423E-01,  4.21620015E+00
   0.47800,  6.81200745E-01,  4.21196441E+00
   0.47900,  6.81419357E-01,  4.20772576E+00
   0.48000,  6.81638260E-01,  4.20348420E+00
   0.48100,  6.81857454E-01,  4.19923973E+00
   0.48200,  6.82076941E-01,  4.19499232E+00
   0.48300,  6.82296721E-01,  4.19074198E+00
   0.48400,  6.82516795E-01,  4.18648870E+00
   0.48500,  6.82737163E-01,  4.18223246E+00
   0.48600,  6.82957828E-01,  4.17797327E+00
   0.48700,  6.83178789E-01,  4.17371111E+00
   0.48800,  6.83400047E-01,  4.16944597E+00
   0.48900,  6.83621604E-01,  4.16517785E+00
   0.49000,  6.83843460E-01,  4.16090674E+00
   0.49100,  6.84065616E-01,  4.15663263E+00
   0.49200,  6.84288073E-01,  4.15235550E+00
   0.49300,  6.84510831E-01,  4.14807537E+00
   0.49400,  6.84733893E-01,  4.14379220E+00
   0.49500,  6.84957258E-01,  4.13950601E+00
   0.49600,  6.85180927E-01,  4.13521677E+00
   0.49700,  6.85404902E-01,  4.13092448E+00
   0.49800,  6.85629183E-01,  4.12662913E+00
   0.49900,  6.85853771E-01,  4.12233071E+00
   0.50000,  6.86078667E-01,  4.11802922E+00
   0.50100,  6.86303872E-01,  4.11372464E+00
   0.50200,  6.86529387E-01,  4.10941697E+00
   0.50300,  6.86755213E-01,  4.10510620E+00
   0.50400,  6.86981351E-01,  4.10079231E+00
   0.50500,  6.87207801E-01,  4.09647531E+00
   0.50600,  6.87434565E-01,  4.09215518E+00
   0.50700,  6.87661644E-01,  4.08783191E+00
   0.50800,  6.87889038E-01,  4.08350549E+00
   0.50900,  6.88116748E-01,  4.07917592E+00
   0.51000,  6.88344776E-01,  4.07484318E+00
   0.51100,  6.88573122E-01,  4.07050727E+00
   0.51200,  6.88801788E-01,  4.06616818E+00
   0.51300,  6.89030773E-01,  4.06182589E+00
   0.51400,  6.89260081E-01,  4.05748041E+00
   0.51500,  6.89489710E-01,  4.05313171E+00
   0.51600,  6.89719663E-01,  4.04877980E+00
   0.51700,  6.89949939E-01,  4.04442466E+00
   0.51800,  6.90180541E-01,  4.04006627E+00
   0.51900,  6.90411469E-01,  4.03570464E+00
   0.52000,  6.90642725E-01,  4.03133976E+00
   0.52100,  6.90874308E-01,  4.02697161E+00
   0.52200,  6.91106221E-01,  4.02260018E+00
   0.52300,  6.91338464E-01,  4.01822546E+00
   0.52400,  6.91571039E-01,  4.01384745E+00
   0.52500,  6.91803945E-01,  4.00946614E+00
   0.52600,  6.92037185E-01,  4.00508151E+00
   0.52700,  6.92270759E-01,  4.00069356E+00
   0.52800,  6.92504669E-01,  3.99630227E+00
   0.52900,  6.92738915E-01,  3.99190764E+00
   0.53000,  6.92973498E-01,  3.98750965E+00
   0.53100,  6.93208420E-01,  3.98310830E+00
