x,rho,T
  0.46000000E+00,  0.43101079E+00,  0.24199035E+01
  0.46250000E+00,  0.43246744E+00,  0.24108396E+01
  0.46500000E+00,  0.43393471E+00,  0.24019461E+01
  0.46750000E+00,  0.43539581E+00,  0.23929485E+01
  0.47000000E+00,  0.43686763E+00,  0.23841208E+01
  0.47250000E+00,  0.43833317E+00,  0.23751887E+01
  0.47500000E+00,  0.43980956E+00,  0.23664259E+01
  0.47750000E+00,  0.44127955E+00,  0.23575585E+01
  0.48000000E+00,  0.44276050E+00,  0.23488598E+01
  0.48250000E+00,  0.44423494E+00,  0.23400562E+01
  0.48500000E+00,  0.44572046E+00,  0.23314209E+01
  0.48750000E+00,  0.44719935E+00,  0.23226803E+01
  0.49000000E+00,  0.44868944E+00,  0.23141076E+01
  0.49250000E+00,  0.45017279E+00,  0.23054292E+01
  0.49500000E+00,  0.45166745E+00,  0.22969182E+01
  0.49750000E+00,  0.45315527E+00,  0.22883013E+01
  0.50000000E+00,  0.45465450E+00,  0.22798513E+01
  0.50250000E+00,  0.45614678E+00,  0.22712950E+01
  0.50500000E+00,  0.45765060E+00,  0.22629052E+01
  0.50750000E+00,  0.45914734E+00,  0.22544090E+01
  0.51000000E+00,  0.46065574E+00,  0.22460787E+01
  0.51250000E+00,  0.46215695E+00,  0.22376416E+01
  0.51500000E+00,  0.46366995E+00,  0.22293700E+01
  0.51750000E+00,  0.46517562E+00,  0.22209914E+01
  0.52000000E+00,  0.46669321E+00,  0.22127779E+01
  0.52250000E+00,  0.46820336E+00,  0.22044570E+01
  0.52500000E+00,  0.46972555E+00,  0.21963008E+01
  0.52750000E+00,  0.47124016E+00,  0.21880370E+01
  0.53000000E+00,  0.47276696E+00,  0.21799373E+01
  0.53250000E+00,  0.47428605E+00,  0.21717299E+01
  0.53500000E+00,  0.47581745E+00,  0.21636861E+01
  0.53750000E+00,  0.47734103E+00,  0.21555343E+01
  0.54000000E+00,  0.47887704E+00,  0.21475458E+01
  0.54250000E+00,  0.48040509E+00,  0.21394490E+01
  0.54500000E+00,  0.48194572E+00,  0.21315150E+01
  0.54750000E+00,  0.48347826E+00,  0.21234725E+01
  0.55000000E+00,  0.48502350E+00,  0.21155924E+01
  0.55250000E+00,  0.48656053E+00,  0.21076036E+01
  0.55500000E+00,  0.48811039E+00,  0.20997767E+01
  0.55750000E+00,  0.48965191E+00,  0.20918409E+01
